Record_Type,Current_Location,Animal_Name,Age,Animal_Gender,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,Memo,animal_type,Animal_Breed,id
LOST,LOST,Halley,Over 1 year<p/>,Female,White,28-Jun-25,Date Lost,S  236th St & 64th Ave S,Kent,WA,98032,"<p/>Age: Over 1 year<p/>Location Lost: S 236th St and 64th Ave S, Kent WA  98032<p/>Lost Date: 2025-06-28<p/>",Cat,Domestic Shorthair,731124
FOUND,In Public Home,,Over 1 year<p/>,Male,Unknown,28-Jun-25,Date Found,SW  106th St & 35th Ave SW,Seattle,WA,98146,"Description: Greyish brindle coat very friendly<p/>Age: Over 1 year<p/>Found Near: SW 106th and 35th ave, Seattle WA  98146<p/>Found Date: 2025-06-28<p/>",Dog,Pit Bull,731127
LOST,LOST,Calvin,Under 1 year<p/>,Male,Unknown,28-Jun-25,Date Lost,18TH  ST SW APARTMENT BUILDING I CAN'T REMEMBER THE NAME BUT IT WAS IN SEATTLE,,WA,,"Description: he is Orange Tabi Colored about a year old. I Lost him at I think sea burst apartments off of 18th St sw<p/>Age: Under 1 year<p/>Location Lost: 18th St SW Apartment building I  can't remember the name but it was in seattle, Renton WA  98055<p/>Lost Date: 2025-06-28<p/>",Cat,Domestic Shorthair,731133
LOST,LOST,Carl,Over 1 year<p/>,Male,Brown,26-Jun-25,Date Lost,25300 block of  135th Ave SE,Kent,WA,98042,"Description: Tan in color has black spot on his rear leg (can’t remember which right now) walks bow legged from an accident.  <p/>Age: Over 1 year<p/>Location Lost: 25339 135th ave se unit 47, Kent WA  98042<p/>Lost Date: 2025-06-26<p/>",Dog,Chihuahua - Smooth Coated,731134
LOST,LOST,Luna,Over 1 year<p/>,Female,Unknown,28-Jun-25,Date Lost,WA  98106 21 AVE SW,,WA,,"Description: Her name is Luna she most likely will come if you call her name,she has yellow eyes with a orange spot on the bottom,she bigger in her stomach,she’s a tabby cat ,she’s only 3 - 4 years old <p/>Age: Over 1 year<p/>Location Lost: WA 98106 21 ave sw, Seattle WA  98106<p/>Lost Date: 2025-06-28<p/>",Cat,American Shorthair,731135
LOST,LOST,Luna,Over 1 year<p/>,Female,Unknown,28-Jun-25,Date Lost,WA  98106 21 AVE SW,,WA,,"Description: Her name is Luna she most likely will come if you call her name,she has yellow eyes with a orange spot on the bottom,she bigger in her stomach,she’s a tabby cat ,she’s only 3 - 4 years old <p/>Age: Over 1 year<p/>Location Lost: WA 98106 21 ave sw, Seattle WA  98106<p/>Lost Date: 2025-06-28<p/>",Cat,American Shorthair,731136
LOST,LOST,Calvin,Under 1 year<p/>,Male,Unknown,26-Jun-25,Date Lost,98166 98166,,WA,98166,"Description: A731006? Orange Tabi Colored Cat named Calvin Offering a reward if he's returned to me ASAP please and thank you Soo much for your help!<p/>Age: Under 1 year<p/>Location Lost: alcove At Seahurst Apartments 14001 Ambaum Blvd SW Seattle. WA 98166, Seattle WA  98166<p/>Lost Date: Jun 26 202<p/>",Cat,Domestic Shorthair,731138
ADOPTABLE,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Joel,4 YEARS 1 MONTH,Neutered Male,Gray / White,29-Jun-25,Received on,,,WA,,"Received on: 2025-06-29<p/> Description: Gray / White<p/>  Neutered Male Alaskan Husky Dog<p/> Age: 4 YEARS 1 MONTH<p/> Adoption Fee: $30<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Joel and I am available for adoption.<p/><p/>I was brought in by a good samaritan on June 29, 2025.<p/><p/>I weigh 68.0 lbs and am considered a ""large breed"" dog. I am a tad overweight so I would benefit from some weightloss.<p/><p/>I am a very smart dog! I know how to ""sit"", ""shake"" and ""lay down"".<p/><p/>I am a husky which means I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/>My caregivers mention that I appear to be potty-trained.<p/><p/>I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/>",Dog,Alaskan Husky,731148
FOUND,In Public Home,,Over 1 year<p/>,Female,Unknown,29-Jun-25,Date Found,300 block of  S St SE,Auburn,WA,98002,"Description: Female, white/brown<p/>Age: Over 1 year<p/>Found Near: 151st SE & 31st, Bellevue WA  98006<p/>Found Date: 2025-06-29<p/>",Dog,American Pit Bull Terrier,731158
LOST,LOST,Earl,Over 1 year<p/>,Male,Unknown,27-Jun-25,Date Lost,W  SNOQUALMIE VALLEY RD NE & NE 100TH ST,,WA,,"Description: Grey/blue tabby, about 13 pounds. Yellow eyes. Has some damage to his right ear. Very friendly.<p/>Age: Over 1 year<p/>Location Lost: W Snoqualmie Valley Rd NE & NE 100th St, Carnation WA  98014<p/>Lost Date: 2025-06-27<p/>",Cat,American Shorthair,731160
LOST,LOST,Vivien,Under 1 year<p/>,Female,Black,29-Jun-25,Date Lost,GREEN  RIVER RESORT,,WA,,"Description: Black coat, white underbody, white paws, floppy big ears, hazel eyes<p/>Age: Under 1 year<p/>Location Lost: Green river resort, Enumclaw WA  98022<p/>Lost Date: 2025-06-29<p/>",Dog,Dutch Shepherd,731164
FOUND,In Public Home,,Unknown<p/>,Unknown,Unknown,29-Jun-25,Date Found,15100 block of  SE 38TH ST,Bellevue,WA,98006,"Description: female, approximately 1 year old, very sweet, no microchip <p/>Age: Unknown<p/>Found Near: 15100 block of  SE 38TH ST<p/>Found Date: 2025-06-29<p/>",Dog,American Pit Bull Terrier,731174
LOST,LOST,Steve,Over 1 year<p/>,Male,Unknown,30-Jun-25,Date Lost,WOODLAND  PARK AVE N & ALLEN,,WA,,"Description: Ginger cat with white paws and belly and a noticeable tummy pouch. Chipped but no collar.<p/>Age: Over 1 year<p/>Location Lost: Woodland Park Ave N & Allen, Seattle WA  98103<p/>Lost Date: 2025-06-30<p/>",Cat,American Shorthair,731198
LOST,LOST,Lucinda & Gu,Over 1 year<p/>,Unknown,Black,29-Jun-25,Date Lost,S  181ST PL & S 36TH PL,,WA,,"Description: Lucinda is black with long, silky fur. She has a small white patch on her chest and a bit of light grey under her left forepaw. She has green eyes and a black nose. Guillermo is a tuxedo cat with white patches on his paws, his belly, and his chin. His eyes are yellowish green<p/>Age: Over 1 year<p/>Location Lost: S 181st Pl & S 36th Pl, Seattle WA  98188<p/>Lost Date: 2025-06-29<p/>",Cat,Domestic Longhair,731229
FOUND,In Public Home,Athena,Unknown<p/>,Female,Brown / White,30-Jun-25,Date Found,44TH 44TH,,WA,,"Description: Brown and white pit with brown heart on top of head <p/>Age: Unknown<p/>Found Near: 44th, Seattle WA  98178<p/>Found Date: 2025-06-30<p/>",Dog,American Pit Bull Terrier,731249
FOUND,In Public Home,,Unknown<p/>,Female,Unknown,30-Jun-25,Date Found,44TH 44TH,,WA,,"Description: Brown and white pit with brown heart on top of head <p/>Age: Unknown<p/>Found Near: 44th, Seattle WA  98178<p/>Found Date: 2025-06-30<p/>",Dog,American Pit Bull Terrier,731251
LOST,LOST,Charlie,Over 1 year<p/>,Male,Unknown,29-Jun-25,Date Lost,Federal  Way Library,,WA,,"Description: Charlie is a golden doodle just recently shaved. He’s ver shy but also loves to play. <p/>Age: Over 1 year<p/>Location Lost: Federal way library , South Prairie WA  98385<p/>Lost Date: 2025-06-29<p/>",Dog,Standard Poodle,731252
LOST,LOST,Kitty (olive,Over 1 year<p/>,Female,Black,25-Jun-25,Date Lost,S  138th St & 38th Ave S,Tukwila,WA,98168,"Description: 11 years old, a tuxedo cat, mostly sleeps, loves being on porch on sun, mellow kitty, green eyes <p/>Age: Over 1 year<p/>Location Lost: 138th St and 38th Ave Tukwila , Seattle WA  98168<p/>Lost Date: 2025-06-25<p/>",Cat,Domestic Mediumhair,731257
LOST,LOST,Girlie,Unknown<p/>,Female,Unknown,28-Jun-25,Date Lost,1200 block of  Andover Park E,Tukwila,WA,98188,"Description: My Girlie is I'm guessing around 1 year old and she is just the most vocal and loving little girl. She has a little crook at the end of her tail, black pads on her paws and her coat is all black with just a few white hairs on her chest.<p/>Age: Unknown<p/>Location Lost: 1230 Andover Park E, Tukwila, WA 98188, Seattle WA  98188<p/>Lost Date: 2025-06-28<p/>",Cat,Bombay,731259
LOST,LOST,Reba,Over 1 year<p/>,Female,Unknown,29-Jun-25,Date Lost,35TH  SW /107 SW,,WA,,"Description: Reba is a tortoiseshell 2.5 year old. She has a colorful face with a tan chin,  split tan/black nose and her front left paw is all tan. Long cat with long tail. <p/>Age: Over 1 year<p/>Location Lost: 35TH SW /107 SW, Seattle WA  98146<p/>Lost Date: 2025-06-29<p/>",Cat,American Shorthair,731262
LOST,LOST,Pollyanna(ol,Over 1 year<p/>,Female,Brown,30-Jun-25,Date Lost,SE  224TH ST & 127TH AVE SE,,WA,,"Description: Brown & white tabby<p/>Age: Over 1 year<p/>Location Lost: Se 224th st & 127th AVE SE, Kent WA  98031<p/>Lost Date: 2025-06-30<p/>",Cat,American Shorthair,731290
LOST,LOST,Ayla,Over 1 year<p/>,Female,Unknown,26-Jun-25,Date Lost,CENTRAL  PL S,266TH ST E VALLE,WA,,"Description: Grey, green eyes big, medium large <p/>Age: Over 1 year<p/>Location Lost: Central Pl S, 266th st, E valley hwy, Kent WA  98030<p/>Lost Date: 2025-06-26<p/>",Cat,Domestic Shorthair,731294
LOST,LOST,Ayla,Over 1 year<p/>,Female,Unknown,26-Jun-25,Date Lost,CENTRAL  PL S,266TH ST E VALLE,WA,,"Description: Grey, green eyes big, medium large <p/>Age: Over 1 year<p/>Location Lost: Central Pl S, 266th st, E valley hwy, Kent WA  98030<p/>Lost Date: 2025-06-26<p/>",Cat,Domestic Shorthair,731303
LOST,LOST,Kitty (olive,Over 1 year<p/>,Female,Black,25-Jun-25,Date Lost,S  138th St & 38th Ave S,Tukwila,WA,98168,"Description: 11 years old, a tuxedo cat, mostly sleeps, loves being on porch on sun, mellow kitty, green eyes <p/>Age: Over 1 year<p/>Location Lost: 138th St and 38th Ave Tukwila , Seattle WA  98168<p/>Lost Date: 2025-06-25<p/>",Cat,Domestic Mediumhair,731305
LOST,LOST,Kimmie,Over 1 year<p/>,Female,Unknown,1-Jul-25,Date Lost,29500 block of  112TH AVE SE,Auburn,WA,98092,"Description: Black and White super friendly.  <p/>Age: Over 1 year<p/>Location Lost: 29502 112TH AVE SE, Auburn WA  98092<p/>Lost Date: 2025-07-01<p/>",Dog,Border Collie,731323
FOUND,In Public Home,,Under 1 year<p/>,Male,Black,1-Jul-25,Date Found,GREENWAY  STAIRS 15TH AND ATLANTIC,,WA,,"Description: Small kitten appears to be a tabby. Short hair and striped. Black with grey stripes. Has a collar, but no tag. Is malnourished - was very hungry and thirsty but appears to be in good health. <p/>Age: Under 1 year<p/>Found Near: Greenway Stairs 15th and Atlantic, Seattle WA  98144<p/>Found Date: 2025-07-01<p/>",Cat,American Shorthair,731325
LOST,LOST,Boz,Over 1 year<p/>,Male,Black,30-Jun-25,Date Lost,169th  Ave NE & NE 2nd Pl,Bellevue,WA,98008,"Description: Black Tuxedo with white face,  white underbelly, four white paws, lynx-like tips on the ears, and knot near end of tail. Wallflower behavior.  No collar when Lost (adept at taking it off). Approx. 12-15 lbs.<p/>Age: Over 1 year<p/>Location Lost: 169th Ave. NE and NE2nd Place, Bellevue WA  98008<p/>Lost Date: 2025-06-30<p/>",Cat,Domestic Shorthair,731330
LOST,LOST,Nova,Over 1 year<p/>,Female,Unknown,28-Jun-25,Date Lost,18TH  AVE S @ S 374TH ST,19TH,WA,,"Description: gray color with stripes and green eyes, has a different eye pupil.<p/>Age: Over 1 year<p/>Location Lost: 18th Ave S @ S 374th ST, 19th Way S, Sumner WA  98390<p/>Lost Date: 2025-06-28<p/>",Cat,Domestic Mediumhair,731331
LOST,LOST,Napoleon,Over 1 year<p/>,Male,Brown,30-Jun-25,Date Lost,4100 block of  129th Pl SE,Bellevue,WA,98006,"Description: He’s a little yorkie terrier , brown a black with a little grey hair, he's generally friendly but can get scared. He kinda looks like a little old man.<p/>Age: Over 1 year<p/>Location Lost: 4155 129th place , Bellevue WA  98006<p/>Lost Date: 2025-06-30<p/>",Dog,Yorkshire Terrier,731332
LOST,LOST,Jonathan Gre,Over 1 year<p/>,Female,Unknown,29-Jun-25,Date Lost,SE  265th Pl & 116th Ave SE,Kent,WA,98030,"Description: 12 year old female cat.  8-9lbs.  <p/>Age: Over 1 year<p/>Location Lost: 265th pl and 116th Ave, Kent WA  98030<p/>Lost Date: 2025-06-29<p/>",Cat,Domestic Mediumhair,731333
LOST,LOST,Georgis,Unknown<p/>,Unknown,Unknown,2-Jul-25,Date Lost,192ND  ST. & MERIDIAN AVE N,,WA,,"Description: Georgia is a small, red and white basset hound with long, floppy ears. She is 30 lbs and wears a pink collar with tags, licensed in King County. She is shy with strangers, but very sweet. She is our everything.<p/>Age: Unknown<p/>Location Lost: 192nd St. & Meridian Ave N, Seattle WA  98133<p/>Lost Date: 2025-07-02<p/>",Dog,Basset Hound,731334
LOST,LOST,Mama,Over 1 year<p/>,Female,Unknown,27-Jun-25,Date Lost,S  146th St & 48th Pl S,Tukwila,WA,98168,"Description: Mama is a black and white tuxedo cat, approximately eight years old. She has been spayed and has a tipped ear, as part of the trap and release program. <p/>Age: Over 1 year<p/>Location Lost: S 146th St and 48th Pl S, Tukwila, Seattle WA  98168<p/>Lost Date: 2025-06-27<p/>",Cat,American Shorthair,731335
LOST,LOST,Tilley,Over 1 year<p/>,Female,Unknown,1-Jul-25,Date Lost,Walnut  St & Stoneburner,Kent,WA,98030,"<p/>Age: Over 1 year<p/>Location Lost: E. Walnut St and Stoneburner, Kent WA  98030<p/>Lost Date: 2025-07-01<p/>",Cat,Domestic Shorthair,731337
LOST,LOST,Napoleon,Over 1 year<p/>,Male,Brown,30-Jun-25,Date Lost,4100 block of  129th Pl SE,Bellevue,WA,98006,"Description: He’s a little yorkie terrier , brown a black with a little grey hair, he's generally friendly but can get scared. He kinda looks like a little old man.<p/>Age: Over 1 year<p/>Location Lost: 4155 129th place , Bellevue WA  98006<p/>Lost Date: 2025-06-30<p/>",Dog,Yorkshire Terrier,731344
LOST,LOST,Lily Bear,Over 1 year<p/>,Female,Unknown,2-Jul-25,Date Lost,,,WA,,"Description: 12 yr old female blue tic hound - scar on right side of muzzle, skinny need special diet due to age<p/>Age: Over 1 year<p/>Location Lost: 19201 SE Jones RD Renton,  Wa, Renton WA  98058<p/>Lost Date: 2025-07-02<p/>",Dog,Bluetick Hound,731370
LOST,LOST,Lunah,Over 1 year<p/>,Male,Brown,30-Jun-25,Date Lost,100 block of  TH AVE S. AND SPUTH ATLANTOC,,WA,,"Description: Posting again Missing cat may have been seen Mt Baker /Leschi area near 30th ave s. And irving. If you are able to contain him i can get him. He is chipped. 15 lbs. green eyes black foot pads Please contact me asap so i can find him. #missingcat #Lostcat #mtbaker #leschi @<p/>Age: Over 1 year<p/>Location Lost: 30 th ave s. And Sputh Atlantoc, Seattle WA  98118<p/>Lost Date: 2025-06-30<p/>",Cat,Maine Coon,731379
FOUND,In Public Home,Jean-Ralphio,Under 1 year<p/>,Unknown,Unknown,2-Jul-25,Date Found,143rd  Ave SE & SE 12th St,Bellevue,WA,98007,"Description: One Male one Female. Male is Domestic Medium hair, Female is Domestic short hair. Estimated about 5.5 weeks old<p/>Age: Under 1 year<p/>Found Near: 143rd Ave SE and SE 12th St, Bellevue WA  98007<p/>Found Date: 2025-07-02<p/>",Cat,Domestic Shorthair,731380
FOUND,In Public Home,,Unknown<p/>,Unknown,Unknown,2-Jul-25,Date Found,98188 98188,,WA,98188,"Description: Found flying around the barn on Frager road and 204th. Gender<p/>Age: Unknown<p/>Found Near: Frager and 204th st in Kent, Seattle WA  98188<p/>Found Date: 2025-07-02<p/>",Bird,,731384
LOST,LOST,Tina,Over 1 year<p/>,Female,Unknown,1-Jul-25,Date Lost,700 block of  4TH AVE N,Kent,WA,98032,"<p/>Age: Over 1 year<p/>Location Lost: 726 4th Avenue North, Kent WA  98032<p/>Lost Date: 2025-07-01<p/>",Cat,Domestic Shorthair,731386
